order_id,customer_id,product_id,order_date,quantity,unit_price,discount,payment_method,channel,rating
ORD10926,C0297,P09,2025-01-13,1,4200,0,M-Pesa,Web,4
ORD10390,C0024,P18,2024-08-28,1,KES 510,0.15,cash,web,4
ORD10560,C0152,P04,Apr 24 2024,2,1800,0,mpesa,Web,5
ORD11060,C0259,P04,Jun 13 2025,3,"1,800",0,M-Pesa,Store,3
ORD11956,C0014,P09,2025-01-01,1,4200,0,card,Store,2
ORD11534,C0100,P08,2024-07-05,4,2200,0,mpesa,Store,
ORD10807,C0296,P11,2024-07-19,4,KES 1805,0.05,cash,web,3
ORD10745,C0256,P06,Jun 5 2025,1,270,0.1,card,web,3
ORD10044,C0032,P03,Jul 5 2024,3,KES 2250,0.1,Card,Store,
ORD10986,C0088,P19,08/01/2025,3,1500,0,card,App,3
ORD11554,C0095,P03,2025-04-24,3,KES 2500,0,Mpesa,App,
ORD10509,C0260,P17,Sep 12 2024,1,2380,0.15,M-Pesa,Web,4
ORD10647,C0235,P12,2024-08-11,1,297,0.15,M-Pesa,Web,3
ORD11505,C0217,P15,01/03/2025,1,KES 750,0,M-Pesa,Store,4
ORD10024,C0100,P11,Nov 5 2024,4,1900,0,cash,Store,4
ORD10887,C0241,P14,2024-06-23,1,1600,0,cash,Web,3
ORD10041,C0034,P11,Jul 14 2024,3,"1,805",0.05,card,store,4
ORD10433,C0141,P13,2024-03-17,1,180,0.1,Mpesa,Web,3
ORD11839,C0274,P11,2024-04-25,1,1710,0.1,Card,store,4
ORD10013,C0159,P15,2024-10-07,2,750,0,M-Pesa,app,5
ORD11418,C0054,P20,21/03/2025,5,990,0.1,cash,App,3
ORD11585,C0184,P19,Feb 3 2025,2,"1,500",0,cash,Store,4
ORD11167,C0044,P15,22/03/2025,4,KES 750,0,Card,web,3
ORD11649,C0208,P01,17/05/2024,1,3500,0,M-Pesa,App,3
ORD10515,C0271,P16,12/07/2024,3,KES 1200,0,cash,Web,4
ORD10925,C0238,P20,09/08/2024,4,1100,0,cash,web,4
ORD10193,C0152,P19,17/02/2024,2,1500,0,M-Pesa,app,5
ORD11939,C0018,P07,Oct 11 2024,2,950,0,Card,app,2
ORD11219,C0174,P02,25/03/2025,1,KES 800,0,cash,web,3
ORD10841,C0192,P18,Jan 12 2025,2,600,0,Cash,Web,5
ORD10736,C0255,P19,12/02/2025,1,KES 1500,0,M-Pesa,store,2
ORD10043,C0091,P10,25/01/2025,1,630,0.1,Card,store,5
ORD10167,C0052,P06,Sep 27 2024,2,285,0.05,Card,store,3
ORD11852,C0111,P17,02/05/2025,2,2660,0.05,mpesa,web,3
ORD10229,C0259,P15,Mar 3 2025,2,712,0.05,Card,web,4
ORD11365,C0078,P13,2025-01-13,1,200,0,card,Web,3
ORD10209,C0225,P15,2024-04-28,5,712,0.05,card,Web,3
ORD10722,C0021,P12,Mar 21 2025,4,350,0,Cash,Web,5
ORD11377,C0134,P19,10/07/2024,3,1425,0.05,card,Web,4
ORD10808,C0251,P19,2025-04-11,4,1350,0.1,Card,Store,4
ORD11736,C0158,P05,2025-01-07,3,"5,200",0,Cash,store,3
ORD11251,C0286,P12,2025-02-25,3,350,0,Mpesa,store,3
ORD11455,C0197,P19,May 15 2024,3,1500,0,Cash,store,4
ORD10485,C0266,P01,05/05/2024,5,3325,0.05,M-Pesa,web,3
ORD10830,C0098,P14,05/12/2024,2,1600,0,cash,web,4
ORD10432,C0221,P16,2024-07-21,1,1020,0.15,Mpesa,Web,4
ORD10419,C0023,P19,01/04/2025,1,"1,275",0.15,Card,Store,5
ORD10960,C0077,P01,2024-11-06,3,"3,500",0,Cash,app,3
ORD10188,C0196,P03,2025-01-07,1,2375,0.05,cash,app,3
ORD11864,C0036,P12,2024-02-08,1,350,0,cash,web,4
ORD10101,C0059,P16,Jul 9 2024,3,1200,0,mpesa,Web,4
ORD10506,C0228,P02,Dec 17 2024,6,KES 800,0,mpesa,store,4
ORD11890,C0286,P19,24/04/2024,3,1500,0,cash,store,4
ORD10699,C0001,P10,Apr 22 2025,2,700,0,card,store,4
ORD11175,C0264,P05,2024-02-23,1,5200,0,M-Pesa,App,2
ORD11408,C0046,P11,May 27 2025,2,"1,805",0.05,Mpesa,web,4
ORD10456,C0099,P09,Jun 26 2024,1,"3,990",0.05,Mpesa,web,4
ORD10405,C0076,P11,2024-05-16,1,1805,0.05,card,app,2
ORD11600,C0182,P08,25/02/2025,1,2090,0.05,Mpesa,app,
ORD11263,C0065,P03,Jun 1 2024,1,"2,500",0,cash,Store,2
ORD10261,C0150,P12,Jan 8 2024,2,350,0,Card,App,3
ORD10362,C0094,P15,2024-12-27,5,637,0.15,Cash,Web,3
ORD10281,C0296,P05,2024-10-11,100,4680,0.1,Card,store,4
ORD10012,C0195,P02,Jun 6 2024,4,760,0.05,Card,App,5
ORD11645,C0286,P20,2024-10-03,2,1100,0,Cash,Store,5
ORD10735,C0117,P12,2025-06-27,3,350,0,card,app,2
ORD10292,C0085,P09,13/07/2024,2,4200,0,cash,web,3
ORD10216,C0284,P10,13/11/2024,60,KES 630,0.1,card,Store,4
ORD10057,C0143,P09,2024-05-24,2,KES 4200,0,card,store,3
ORD11518,C0062,P16,04/04/2024,2,"1,200",0,cash,Store,3
ORD10071,C0200,P09,May 17 2024,3,4200,0,Card,app,3
ORD11023,C0137,P03,2025-06-03,1,2500,0,card,app,4
ORD10816,C0166,P19,2024-02-03,4,KES 1425,0.05,M-Pesa,Store,4
ORD11025,C0205,P18,17/05/2024,1,600,0,cash,Web,5
ORD10867,C0123,P19,Jul 17 2024,1,1350,0.1,mpesa,App,3
ORD10174,C0196,P05,2025-02-14,4,4420,0.15,cash,web,4
ORD11674,C0152,P07,2024-05-04,1,950,0,Cash,Web,4
ORD10070,C0053,P02,Mar 21 2024,1,760,0.05,M-Pesa,store,5
ORD11336,C0196,P07,10/07/2024,100,855,0.1,mpesa,Store,4
ORD10464,C0068,P13,04/02/2024,4,200,0,mpesa,App,3
ORD11485,C0017,P01,2024-07-08,1,3150,0.1,Cash,Web,3
ORD11549,C0089,P01,2025-05-25,1,"3,325",0.05,mpesa,web,5
ORD11286,C0200,P08,Apr 13 2025,4,1980,0.1,mpesa,Web,4
ORD10775,C0198,P19,Jun 5 2024,1,1500,0,card,web,4
ORD10938,C0267,P18,Apr 4 2024,2,600,0,cash,store,2
ORD10644,C0205,P10,Jan 13 2024,2,700,0,Card,app,4
ORD10060,C0177,P02,Sep 24 2024,3,KES 800,0,Card,store,3
ORD11383,C0200,P10,Jun 8 2025,1,700,0,mpesa,web,3
ORD10141,C0256,P01,Jun 20 2024,1,3500,0,cash,Web,3
ORD11400,C0151,P13,Sep 27 2024,3,200,0,card,App,2
ORD11047,C0278,P10,02/06/2025,4,700,0,card,store,3
ORD10237,C0122,P16,02/05/2025,3,1200,0,card,app,5
ORD10601,C0079,P06,May 15 2024,1,300,0,mpesa,Web,2
ORD11142,C0165,P18,09/05/2025,1,540,0.1,Mpesa,App,5
ORD11352,C0229,P05,2025-02-21,2,KES 4940,0.05,M-Pesa,store,2
ORD10709,C0186,P18,2024-08-06,2,KES 600,0,Cash,store,3
ORD10579,C0209,P18,08/09/2024,2,600,0,Card,store,3
ORD11638,C0168,P19,Jan 24 2025,4,"1,275",0.15,M-Pesa,web,5
ORD11941,C0036,P18,2024-05-02,1,KES 600,0,cash,Store,4
ORD11671,C0145,P19,2025-03-07,1,KES 1425,0.05,card,store,3
ORD10591,C0099,P09,10/10/2024,3,4200,0,mpesa,Store,4
ORD11480,C0116,P11,Oct 9 2024,2,1710,0.1,card,Web,4
ORD10697,C0018,P05,2025-02-17,1,KES 5200,0,M-Pesa,Web,2
ORD10377,C0135,P08,Feb 23 2025,1,KES 1980,0.1,Mpesa,Store,4
ORD11889,C0109,P08,20/01/2024,4,"1,870",0.15,Mpesa,Web,4
ORD11819,C0017,P07,Apr 10 2024,3,950,0,M-Pesa,web,2
ORD10063,C0051,P09,Jan 22 2025,2,KES 4200,0,card,App,4
ORD11863,C0175,P07,13/06/2024,4,KES 950,0,mpesa,App,3
ORD11230,C0077,P08,Aug 2 2024,1,2200,0,cash,store,3
ORD11804,C0300,P04,May 8 2024,1,1710,0.05,card,Store,4
ORD10516,C0225,P14,2025-01-16,4,1600,0,card,Store,3
ORD11282,C0287,P06,25/03/2024,5,285,0.05,cash,app,3
ORD11663,C0030,P15,Nov 7 2024,2,KES 712,0.05,M-Pesa,Web,3
ORD11929,C0177,P03,2024-10-27,2,2500,0,mpesa,App,3
ORD11667,C0087,P20,2025-05-24,3,1100,0,cash,store,4
ORD10172,C0087,P02,2025-01-19,2,800,0,Cash,Store,
ORD11725,C0299,P14,10/01/2025,1,1600,0,Cash,App,3
ORD10152,C0049,P19,Nov 3 2024,1,"1,500",0,card,App,3
ORD10117,C0156,P16,25/05/2025,5,1020,0.15,M-Pesa,app,5
ORD11335,C0011,P12,22/10/2024,1,350,0,card,store,3
ORD10801,C0008,P14,01/06/2024,1,1600,0,Mpesa,App,2
ORD10580,C0202,P12,15/06/2025,3,350,0,card,Web,5
ORD11662,C0269,P05,Jan 9 2024,3,"4,680",0.1,Mpesa,app,4
ORD10363,C0157,P14,2024-11-08,3,KES 1600,0,card,Web,3
ORD10947,C0268,P09,Jul 20 2024,2,4200,0,Mpesa,Store,3
ORD11466,C0168,P12,2024-01-20,1,KES 350,0,M-Pesa,App,4
ORD11184,C0102,P01,Mar 11 2025,3,3500,0,Card,Web,2
ORD11122,C0102,P15,14/03/2025,2,750,0,Mpesa,web,3
ORD10291,C0112,P16,2025-02-03,5,"1,020",0.15,Card,app,4
ORD10408,C0298,P14,2025-05-01,2,1520,0.05,mpesa,Store,4
ORD11936,C0165,P15,Jul 19 2024,2,750,0,Card,Web,4
ORD11446,C0298,P03,Jun 20 2024,3,2500,0,mpesa,app,3
ORD10466,C0063,P12,Apr 23 2024,1,350,0,Mpesa,web,4
ORD11593,C0046,P03,Feb 4 2025,2,2500,0,cash,Web,3
ORD10713,C0201,P19,2024-07-09,1,1500,0,M-Pesa,store,3
ORD11657,C0124,P07,23/07/2024,4,KES 902,0.05,cash,store,3
ORD11140,C0033,P03,08/10/2024,1,KES 2500,0,cash,web,5
ORD11599,C0230,P01,May 5 2024,4,"3,500",0,M-Pesa,App,4
ORD11631,C0250,P02,May 2 2025,3,KES 800,0,M-Pesa,store,3
ORD10385,C0099,P14,Jun 28 2025,3,"1,520",0.05,mpesa,app,5
ORD10613,C0225,P20,2025-03-16,2,"1,045",0.05,Cash,App,4
ORD10463,C0088,P20,Nov 1 2024,2,1100,0,Card,App,3
ORD10367,C0188,P05,06/05/2025,1,5200,0,mpesa,store,5
ORD11357,C0224,P08,Aug 28 2024,1,1980,0.1,Cash,web,4
ORD10848,C0043,P08,Apr 10 2024,2,2200,0,Mpesa,Store,4
ORD10563,C0005,P08,07/05/2024,2,2200,0,Mpesa,app,4
ORD11234,C0203,P02,2024-08-23,5,760,0.05,mpesa,App,5
ORD10600,C0242,P20,02/03/2025,2,990,0.1,card,store,4
ORD10952,C0229,P05,May 22 2024,3,"4,680",0.1,Card,store,3
ORD11425,C0018,P07,Oct 3 2024,4,902,0.05,Mpesa,Store,4
ORD10849,C0211,P04,Jan 1 2024,2,1710,0.05,M-Pesa,Store,4
ORD11278,C0087,P05,10/03/2025,1,4680,0.1,Cash,store,3
ORD10829,C0006,P09,2024-01-06,1,4200,0,mpesa,web,3
ORD11248,C0012,P06,Mar 13 2024,2,285,0.05,cash,web,4
ORD10304,C0064,P10,2024-08-10,3,KES 665,0.05,Card,web,4
ORD11318,C0161,P05,Sep 21 2024,1,5200,0,Card,App,4
ORD10165,C0199,P01,2025-01-27,4,"3,500",0,Mpesa,web,4
ORD10231,C0159,P18,Apr 18 2024,2,510,0.15,card,Store,5
ORD11680,C0167,P17,Feb 22 2025,2,KES 2800,0,M-Pesa,Store,3
ORD11672,C0293,P16,Jun 23 2025,3,1200,0,M-Pesa,Store,4
ORD11993,C0208,P11,2024-02-07,1,1900,0,cash,Store,3
ORD11934,C0065,P13,2024-11-14,3,200,0,Cash,Web,4
ORD10105,C0228,P01,Oct 27 2024,1,"3,150",0.1,Card,Store,5
ORD10306,C0013,P08,Nov 26 2024,1,KES 2200,0,card,app,5
ORD10050,C0071,P14,Mar 14 2025,4,1360,0.15,Card,App,4
ORD10561,C0114,P03,Nov 24 2024,1,2500,0,Cash,store,1
ORD11590,C0212,P10,2024-02-21,2,700,0,Mpesa,app,3
ORD10288,C0033,P13,2024-08-24,2,180,0.1,Cash,app,3
ORD10839,C0072,P07,Jan 17 2025,1,950,0,card,Web,3
ORD10890,C0124,P20,Dec 6 2024,3,1100,0,M-Pesa,app,
ORD11613,C0219,P14,2024-04-13,2,1440,0.1,Cash,App,4
ORD10096,C0286,P01,Feb 16 2025,4,"3,500",0,Mpesa,store,3
ORD11766,C0182,P08,2025-05-03,1,KES 2090,0.05,M-Pesa,app,3
ORD10426,C0132,P15,May 14 2024,4,KES 750,0,Card,App,
ORD10067,C0240,P03,22/03/2025,4,"2,500",0,Mpesa,Web,3
ORD11119,C0064,P09,Feb 18 2024,1,4200,0,cash,store,2
ORD10555,C0119,P10,Apr 19 2025,1,630,0.1,mpesa,App,3
ORD11151,C0161,P08,19/02/2025,5,"2,200",0,mpesa,Store,4
ORD10965,C0006,P19,2025-02-15,1,1500,0,mpesa,web,
ORD10382,C0156,P04,26/04/2024,2,"1,710",0.05,Mpesa,store,4
ORD11742,C0239,P19,2024-11-10,1,1425,0.05,Card,store,3
ORD10712,C0035,P02,08/02/2025,1,KES 800,0,Cash,app,5
ORD11441,C0116,P10,2024-10-12,4,700,0,Cash,app,3
ORD11636,C0030,P18,2024-05-24,4,600,0,Cash,web,4
ORD10111,C0260,P11,Oct 19 2024,2,KES 1615,0.15,cash,Store,2
ORD11055,C0292,P02,Jan 6 2024,2,720,0.1,cash,App,3
ORD11103,C0061,P05,18/09/2024,1,5200,0,mpesa,web,
ORD10431,C0020,P18,2024-05-19,4,600,0,M-Pesa,App,3
ORD11118,C0213,P14,02/04/2024,1,1600,0,Cash,app,3
ORD11787,C0199,P03,2025-02-11,2,2500,0,Cash,App,3
ORD10494,C0129,P05,2025-02-18,2,5200,0,cash,app,2
ORD11199,C0091,P17,26/06/2024,4,2520,0.1,M-Pesa,Web,4
ORD11419,C0022,P12,05/04/2024,1,KES 350,0,M-Pesa,App,5
ORD10404,C0179,P04,2024-09-03,4,KES 1530,0.15,cash,store,5
ORD10493,C0155,P20,Oct 26 2024,1,KES 990,0.1,Cash,web,5
ORD11217,C0001,P03,19/05/2024,1,2375,0.05,M-Pesa,web,3
ORD10835,C0025,P10,06/12/2024,2,700,0,Cash,Store,2
ORD10901,C0170,P15,20/09/2024,1,750,0,Card,web,3
ORD10682,C0276,P16,2024-10-25,2,KES 1140,0.05,cash,Store,
ORD10398,C0007,P02,2024-05-01,1,800,0,cash,store,3
ORD10212,C0175,P10,2025-05-08,1,665,0.05,cash,web,3
ORD11021,C0186,P08,27/05/2025,1,2090,0.05,mpesa,app,3
ORD10173,C0223,P15,28/04/2025,1,750,0,Cash,app,
ORD10453,C0248,P20,2025-06-04,1,1100,0,card,Web,4
ORD10189,C0146,P05,Apr 10 2024,1,KES 4940,0.05,mpesa,store,3
ORD11594,C0088,P16,2025-01-20,1,1200,0,M-Pesa,store,4
ORD11373,C0092,P09,2025-06-08,3,KES 4200,0,cash,store,4
ORD10061,C0200,P16,26/09/2024,1,1200,0,Cash,App,4
ORD10273,C0104,P15,2024-08-19,1,675,0.1,mpesa,Store,4
ORD10331,C0046,P04,11/02/2025,5,"1,530",0.15,Mpesa,store,4
ORD11300,C0279,P14,03/04/2025,2,KES 1600,0,Card,App,5
ORD10203,C0254,P20,07/12/2024,3,"1,100",0,Card,web,3
ORD11287,C0121,P01,2025-04-10,2,"3,500",0,Mpesa,Web,3
ORD11104,C0109,P01,02/09/2024,4,3325,0.05,mpesa,Store,5
ORD10267,C0012,P06,Sep 13 2024,4,285,0.05,mpesa,web,4
ORD11897,C0038,P10,13/04/2024,3,595,0.15,card,Store,5
ORD10028,C0140,P14,2024-03-10,2,1600,0,mpesa,Web,4
ORD11126,C0029,P06,2024-01-18,2,KES 300,0,mpesa,store,5
ORD11731,C0060,P18,24/07/2024,2,600,0,Card,app,3
ORD11227,C0292,P10,2024-10-08,2,700,0,Card,app,4
ORD11875,C0293,P07,Sep 28 2024,3,KES 950,0,Mpesa,App,4
ORD10082,C0298,P02,2024-05-16,1,760,0.05,M-Pesa,web,4
ORD10508,C0072,P09,Oct 20 2024,4,KES 3780,0.1,card,store,2
ORD10825,C0022,P13,Apr 19 2024,3,200,0,cash,store,3
ORD11346,C0058,P12,2025-06-01,1,350,0,card,App,3
ORD11582,C0275,P06,2025-04-25,1,285,0.05,M-Pesa,app,5
ORD10866,C0047,P16,28/11/2024,2,KES 1200,0,mpesa,App,2
ORD10860,C0066,P17,May 8 2024,4,2800,0,cash,store,4
ORD10850,C0093,P15,2024-09-19,2,637,0.15,Mpesa,app,4
ORD10744,C0001,P17,2024-01-28,1,KES 2800,0,Mpesa,store,4
ORD10802,C0173,P07,07/01/2024,2,855,0.1,Card,app,4
ORD11159,C0069,P11,2024-03-23,1,1900,0,mpesa,Store,3
ORD10552,C0286,P08,2024-10-24,1,1980,0.1,Cash,App,3
ORD11706,C0269,P03,03/06/2025,2,2250,0.1,mpesa,app,4
ORD11695,C0072,P11,07/05/2025,1,KES 1900,0,M-Pesa,web,2
ORD11732,C0040,P01,2024-05-02,5,KES 3150,0.1,Mpesa,store,3
ORD11117,C0300,P03,2025-05-01,1,2250,0.1,mpesa,app,3
ORD10346,C0060,P03,19/04/2024,2,"2,500",0,Cash,store,4
ORD11526,C0081,P16,Jun 12 2024,2,1080,0.1,mpesa,Store,5
ORD11307,C0125,P09,09/09/2024,2,"4,200",0,M-Pesa,Store,2
ORD11351,C0084,P20,24/09/2024,2,1100,0,M-Pesa,app,4
ORD10460,C0161,P04,Jan 8 2024,60,1800,0,Card,App,3
ORD11406,C0296,P08,2025-04-27,3,KES 1870,0.15,cash,Web,4
ORD11777,C0043,P01,2024-02-02,3,2975,0.15,cash,app,5
ORD11156,C0015,P14,May 5 2024,1,KES 1600,0,cash,app,3
ORD10667,C0154,P09,Jun 10 2025,1,4200,0,M-Pesa,web,4
ORD10545,C0041,P03,24/08/2024,2,2375,0.05,cash,Store,4
ORD11381,C0060,P11,2024-12-14,3,KES 1900,0,cash,web,4
ORD10533,C0173,P09,14/07/2024,3,3780,0.1,cash,Web,4
ORD11493,C0132,P10,2024-07-06,3,630,0.1,Card,Store,5
ORD10078,C0073,P16,Jan 6 2024,2,1200,0,mpesa,Web,3
ORD10293,C0204,P02,Jan 22 2024,1,800,0,Card,app,2
ORD10286,C0067,P18,07/02/2025,2,510,0.15,cash,store,5
ORD10528,C0228,P10,Dec 18 2024,4,700,0,M-Pesa,App,4
ORD10893,C0189,P10,2024-04-12,2,700,0,Card,web,4
ORD11322,C0111,P07,2024-01-23,1,950,0,cash,app,3
ORD10732,C0248,P15,Feb 13 2025,2,750,0,Cash,App,4
ORD11013,C0282,P17,May 20 2024,2,2660,0.05,M-Pesa,Web,3
ORD10645,C0097,P01,Aug 20 2024,1,2975,0.15,M-Pesa,App,5
ORD10279,C0263,P05,Jan 8 2025,1,5200,0,Cash,app,3
ORD11746,C0164,P14,2024-10-27,1,KES 1440,0.1,cash,app,3
ORD11684,C0221,P09,Jan 26 2024,1,KES 4200,0,mpesa,store,2
ORD11792,C0196,P01,2025-04-04,1,3500,0,cash,app,5
ORD10403,C0078,P06,Feb 5 2025,2,285,0.05,card,App,4
ORD11622,C0183,P03,09/04/2025,2,2500,0,Mpesa,App,3
ORD10937,C0182,P01,11/12/2024,3,3500,0,Mpesa,Web,4
ORD11289,C0198,P03,11/11/2024,3,2500,0,cash,web,4
ORD10691,C0062,P16,Dec 3 2024,4,"1,200",0,Card,App,3
ORD10559,C0014,P12,Jul 15 2024,1,KES 350,0,cash,app,3
ORD11659,C0193,P20,Jun 20 2024,1,KES 990,0.1,Mpesa,store,4
ORD11885,C0143,P03,Nov 20 2024,2,2375,0.05,card,store,
ORD11677,C0083,P11,Jan 3 2025,3,KES 1805,0.05,Mpesa,web,3
ORD11596,C0095,P09,Nov 1 2024,5,"3,780",0.1,cash,store,4
ORD10386,C0061,P14,Mar 9 2024,2,KES 1360,0.15,mpesa,Web,4
ORD11288,C0037,P08,Jan 19 2025,1,2200,0,Cash,App,
ORD10330,C0045,P10,2025-06-18,5,KES 630,0.1,Mpesa,web,5
ORD11092,C0274,P13,01/02/2024,3,190,0.05,Mpesa,app,4
ORD11998,C0040,P18,May 19 2025,2,KES 600,0,Mpesa,App,3
ORD11726,C0200,P06,21/04/2024,1,300,0,Cash,Store,3
ORD11149,C0026,P04,Apr 2 2024,2,1710,0.05,mpesa,web,3
ORD11362,C0198,P04,Feb 18 2024,2,1800,0,cash,store,3
ORD11966,C0109,P17,2024-02-21,1,2800,0,M-Pesa,app,5
ORD10724,C0184,P12,21/12/2024,5,KES 332,0.05,Mpesa,Store,3
ORD11566,C0215,P18,Feb 3 2024,1,600,0,M-Pesa,Store,2
ORD10090,C0242,P19,2025-04-12,1,1500,0,Cash,web,3
ORD10907,C0278,P17,2024-12-03,3,KES 2800,0,card,app,3
ORD10597,C0092,P01,Dec 20 2024,6,KES 3500,0,Card,App,3
ORD10439,C0258,P04,Apr 12 2025,2,1800,0,card,App,2
ORD11635,C0161,P08,Apr 12 2025,2,"1,870",0.15,mpesa,app,5
ORD10535,C0122,P05,Jan 8 2024,1,"5,200",0,mpesa,Store,3
ORD11714,C0116,P07,2024-11-25,1,KES 855,0.1,M-Pesa,App,3
ORD11572,C0045,P17,2024-12-23,5,2800,0,M-Pesa,Store,4
ORD10069,C0092,P16,2024-04-21,1,1200,0,Cash,App,3
ORD10270,C0097,P18,Oct 28 2024,3,600,0,Mpesa,store,4
ORD11557,C0243,P14,2024-05-12,1,1600,0,card,App,
ORD11372,C0088,P04,2024-02-20,1,1800,0,cash,Store,3
ORD10749,C0022,P12,Feb 22 2024,4,315,0.1,cash,Store,5
ORD11915,C0251,P05,Nov 21 2024,1,5200,0,Mpesa,Store,3
ORD11559,C0211,P04,2024-01-23,2,1800,0,mpesa,web,4
ORD10905,C0267,P09,Aug 11 2024,1,"4,200",0,Card,store,2
ORD10968,C0001,P14,2024-12-19,5,"1,600",0,Mpesa,web,3
ORD11361,C0033,P17,2025-04-23,1,2660,0.05,Card,app,2
ORD10025,C0172,P15,Feb 19 2025,4,750,0,card,Store,4
ORD10399,C0044,P07,06/05/2024,2,950,0,Card,web,3
ORD10157,C0126,P10,2025-03-02,2,KES 700,0,mpesa,web,3
ORD11213,C0187,P13,2024-06-20,1,180,0.1,cash,App,3
ORD10751,C0150,P14,04/01/2025,2,1600,0,card,app,2
ORD11988,C0218,P06,May 18 2025,3,KES 300,0,Mpesa,App,4
ORD10851,C0151,P06,2024-02-05,1,KES 300,0,Card,app,3
ORD11378,C0258,P16,2024-01-01,2,KES 1200,0,Card,App,5
ORD10233,C0297,P15,02/03/2024,3,750,0,mpesa,app,4
ORD10467,C0046,P07,2024-12-28,5,807,0.15,cash,Web,5
ORD10942,C0049,P09,02/11/2024,1,"4,200",0,cash,Store,3
ORD11760,C0243,P12,25/08/2024,1,332,0.05,Card,store,
ORD10011,C0064,P03,23/04/2024,3,KES 2500,0,Card,Store,4
ORD11116,C0103,P20,13/01/2025,1,KES 935,0.15,M-Pesa,App,5
ORD11319,C0033,P15,2024-09-11,1,KES 750,0,Mpesa,Store,3
ORD11477,C0158,P14,Jan 11 2025,2,1600,0,cash,App,3
ORD11019,C0207,P19,Jun 1 2025,5,1425,0.05,Mpesa,app,2
ORD11470,C0024,P10,2024-06-13,4,700,0,card,Web,4
ORD10064,C0093,P11,15/06/2025,40,KES 1900,0,Cash,App,4
ORD11451,C0294,P17,2025-02-28,1,KES 2800,0,M-Pesa,web,4
ORD11157,C0173,P10,2024-02-12,1,665,0.05,M-Pesa,store,4
ORD10581,C0160,P11,2024-05-06,3,1900,0,card,web,4
ORD11949,C0187,P14,2025-04-27,1,KES 1600,0,Card,app,2
ORD11664,C0002,P13,Oct 21 2024,5,KES 200,0,Mpesa,app,4
ORD10230,C0203,P11,Jun 6 2025,1,1900,0,card,store,3
ORD10688,C0162,P08,25/07/2024,1,1870,0.15,Mpesa,app,4
ORD11859,C0244,P02,07/11/2024,4,KES 680,0.15,mpesa,App,3
ORD10868,C0218,P07,18/05/2024,3,KES 950,0,cash,app,3
ORD10232,C0097,P16,2025-05-26,4,KES 1020,0.15,cash,store,4
ORD10928,C0027,P16,Jul 13 2024,2,"1,140",0.05,Mpesa,Store,5
ORD10704,C0247,P16,2024-12-15,3,"1,020",0.15,Cash,Store,4
ORD10650,C0241,P13,Mar 20 2024,3,180,0.1,Card,app,3
ORD10820,C0022,P08,Aug 21 2024,4,2200,0,M-Pesa,Store,3
ORD11304,C0057,P06,28/05/2025,1,300,0,card,Store,3
ORD11145,C0294,P18,28/02/2024,2,570,0.05,cash,Store,
ORD10912,C0045,P02,2024-06-20,4,KES 800,0,cash,web,
ORD10618,C0285,P12,Jan 16 2024,2,350,0,cash,app,3
ORD10940,C0133,P13,16/05/2024,1,170,0.15,Card,Web,5
ORD10194,C0292,P09,2024-12-26,1,4200,0,M-Pesa,Web,3
ORD11341,C0294,P06,28/05/2024,2,KES 300,0,M-Pesa,web,3
ORD10076,C0158,P16,Jun 11 2025,5,1020,0.15,Card,Web,5
ORD11439,C0096,P04,23/01/2024,3,1620,0.1,cash,Web,
ORD10626,C0172,P18,2024-12-05,1,600,0,Cash,Store,3
ORD11977,C0245,P05,Apr 1 2024,2,KES 5200,0,mpesa,web,5
ORD10109,C0190,P06,2024-07-12,2,300,0,Card,Store,4
ORD11342,C0163,P11,Jan 6 2025,1,"1,805",0.05,Cash,web,4
ORD10236,C0153,P13,2024-04-04,1,KES 200,0,Mpesa,Store,3
ORD10843,C0157,P08,2025-01-27,1,2090,0.05,M-Pesa,Web,4
ORD11074,C0094,P04,23/10/2024,1,KES 1800,0,Card,store,3
ORD10769,C0177,P15,2025-04-12,4,KES 750,0,mpesa,store,3
ORD10891,C0070,P01,Oct 13 2024,2,3325,0.05,card,app,2
ORD10551,C0221,P01,13/06/2024,5,"3,150",0.1,Mpesa,app,3
ORD10896,C0067,P14,12/02/2024,1,1520,0.05,Cash,app,4
ORD10916,C0159,P11,2024-07-04,1,1900,0,Card,web,4
ORD11189,C0271,P08,2025-06-19,2,1980,0.1,card,store,4
ORD11423,C0180,P04,2024-08-15,3,1800,0,M-Pesa,app,2
ORD11858,C0292,P19,2025-04-22,3,KES 1500,0,Card,Web,3
ORD11981,C0158,P15,Feb 22 2025,1,750,0,Cash,Web,3
ORD11489,C0002,P16,08/05/2024,3,1200,0,Card,Web,4
ORD11599,C0230,P01,May 5 2024,4,"3,500",0,M-Pesa,App,4
ORD10608,C0140,P07,12/06/2024,5,950,0,cash,store,4
ORD11371,C0300,P18,Jan 6 2024,1,570,0.05,M-Pesa,App,4
ORD10754,C0269,P06,May 8 2025,1,270,0.1,M-Pesa,store,5
ORD11611,C0279,P16,May 11 2024,1,1200,0,mpesa,web,4
ORD11673,C0162,P11,2024-01-07,4,1710,0.1,cash,app,4
ORD11154,C0211,P02,14/11/2024,3,800,0,cash,app,4
ORD11855,C0265,P11,Jan 15 2025,1,"1,710",0.1,M-Pesa,Web,4
ORD11933,C0248,P16,Apr 5 2024,2,1200,0,Cash,app,3
ORD11305,C0287,P19,22/11/2024,2,KES 1500,0,mpesa,App,5
ORD10202,C0249,P17,Apr 9 2025,1,2800,0,Card,Web,2
